property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,experion windchants,sector 112,3.1,20667.0,1500.0,Carpet area: 1500 (139.35 sq.m.),2,2,3,9.0,,Relatively Old,,,1500.0,1,1,1,0,0,2,80,750.0
flat,ireo the corridors,sector 67a,2.0,11429.0,1750.0,Super Built up area 1750(162.58 sq.m.),3,3,3,12.0,,New property,1750.0,,,1,0,0,0,0,1,38,583.3333333333334
flat,sare green parc,sector 92,0.75,4820.0,1556.0,Built Up area: 1556 (144.56 sq.m.)Carpet area: 1261 sq.ft. (117.15 sq.m.),3,2,2,16.0,,Undefined,,1556.0,1261.0,0,0,0,0,0,1,0,518.6666666666666
flat,zara aavaas,sector 104,0.49,6577.0,745.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,,Under Construction,745.0,,645.0,0,0,0,0,0,1,74,248.33333333333334
flat,mvn athens,sohna road,0.26,5394.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,Relatively Old,,,481.684525,0,0,0,0,0,1,95,241.0
flat,birla navya,sector 63a,2.1,16667.0,1260.0,Carpet area: 1260 (117.06 sq.m.),2,2,2,2.0,,Under Construction,,,1260.0,0,0,0,0,0,1,38,630.0
flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,North-West,Relatively Old,,,1650.0,1,1,0,0,0,1,46,550.0
flat,bptp terra,sector 37d,1.55,8559.0,1811.0,Super Built up area 1811(168.25 sq.m.),3,3,3+,11.0,South,Relatively Old,1811.0,,,0,0,0,0,0,1,79,603.6666666666666
flat,godrej air,sector 85,1.8,13139.0,1370.0,Carpet area: 127.3,3,3,3,30.0,,Under Construction,,,127.3,0,0,0,0,0,1,45,456.6666666666667
house,independent,sector 47,4.6,26620.0,1728.0,Plot area 192(160.54 sq.m.),2,6,3+,4.0,,Moderate Old,,1728.0,,0,0,0,0,0,0,51,864.0
house,independent,sector 2,5.7,22637.0,2518.0,Plot area 270(225.75 sq.m.),9,9,3+,3.0,North-East,Moderate Old,,2430.0,,0,0,0,1,0,2,0,279.77777777777777
flat,the serenas,sector 36,0.42,7910.0,531.0,Carpet area: 531 (49.33 sq.m.),2,2,1,3.0,,Undefined,,,531.0,0,0,0,0,0,1,0,265.5
flat,indiabulls centrum park,sector 103,1.35,7542.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,3,3+,3.0,North-East,Relatively Old,1790.0,,,1,0,0,0,0,2,168,596.6666666666666
flat,ss the leaf,sector 85,1.04,5974.0,1741.0,Super Built up area 1741(161.74 sq.m.),2,3,3+,4.0,West,Relatively Old,1741.0,,,0,0,1,0,0,1,113,870.5
flat,emaar gurgaon greens,sector 102,1.45,8788.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,North-East,Relatively Old,1650.0,,,0,1,0,0,0,1,159,550.0
flat,smart world orchard,sector 61,1.5,12500.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,North,Under Construction,,,1200.0,1,0,0,0,0,1,49,600.0
flat,bptp terra,sector 37d,1.65,7531.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6.0,West,Relatively Old,2191.0,2091.0,1991.0,0,0,0,0,0,2,149,547.75
flat,sagar apartment,sector 56,1.45,7250.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,7.0,South,Old property,2000.0,1900.0,1800.0,1,1,0,1,1,1,166,666.6666666666666
flat,m3m golfestate,sector 65,4.95,15906.0,3112.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively Old,3112.0,,,0,1,0,0,0,2,82,1037.3333333333333
flat,dlf royalton tower,sector 43,6.2,20687.0,2997.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderate Old,2997.0,,,0,1,0,0,0,1,7,749.25
flat,vipul lavanya,sector 81,0.65,5263.0,1235.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2,2,2,14.0,,Moderate Old,1225.0,,776.0,0,0,0,0,0,1,96,617.5
flat,vatika city,sector 49,2.65,11773.0,2251.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3,11.0,East,Moderate Old,2251.42,1750.75,,0,1,0,1,0,2,140,750.3333333333334
flat,imt view society,manesar,0.95,3652.0,2601.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3,6.0,South-East,Moderate Old,2600.0,,1900.0,0,1,0,0,0,1,81,867.0
flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0,Carpet area: 1276 (118.54 sq.m.),2,2,2,13.0,,New property,,,1276.0,0,0,0,0,0,1,71,638.0
flat,umang winter hills,sector 77,0.71,5306.0,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,2,6.0,North-West,Relatively Old,1342.0,,810.0,1,0,0,0,0,1,108,669.0
flat,tulip violet,sector 69,1.78,8856.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,North-East,Relatively Old,2010.0,,,0,0,0,1,0,2,156,502.5
house,independent,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively Old,,4518.0,,1,1,0,1,1,0,49,903.6
house,emaar mgf marbella,sector 66,9.0,21251.0,4235.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4,4,3+,,South-West,Relatively Old,,5200.0,4235.0,0,1,1,1,0,2,114,1058.75
flat,vatika xpressions,sector 88b,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,2,3.0,North,Relatively Old,1350.0,1300.0,1250.0,0,0,0,1,0,1,174,625.0
flat,dlf new town heights,sector 90,1.25,6504.0,1922.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,5.0,North,Relatively Old,1930.0,1929.0,1928.0,0,1,0,1,0,1,127,640.6666666666666
house,huda,sector 38,3.5,24005.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),3,2,3,2.0,East,Moderate Old,,161.0,160.0,0,0,1,0,0,2,85,486.0
house,sushant lok 1 builder floors,sector 43,1.95,10078.0,1935.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New property,,1935.0,,0,1,0,0,0,2,78,645.0
flat,vatika gurgaon,sector 83,1.1,6051.0,1818.0,Super Built up area 1735(161.19 sq.m.),3,3,3,12.0,North,Relatively Old,1735.0,,,0,1,0,0,0,2,66,606.0
flat,conscient heritage max,sector 102,2.15,10005.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,18.0,South,Relatively Old,2149.0,,,1,1,0,0,0,2,134,716.3333333333334
flat,unitech fresco,sector 50,1.14,8533.0,1336.0,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,2,19.0,East,Moderate Old,1336.0,1330.0,1100.0,0,0,0,0,1,2,174,668.0
flat,godrej nature plus serenity,sector 33,1.45,8677.0,1671.0,Super Built up area 1671(155.24 sq.m.),3,2,3,3.0,South,Under Construction,1671.0,,,0,0,0,0,0,1,49,557.0
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3,3,3+,9.0,East,Relatively Old,1750.0,,,0,0,0,0,0,1,95,583.3333333333334
flat,godrej oasis,sector 88a,2.65,16751.0,1582.0,Carpet area: 124,3,3,3+,10.0,,New property,,,124.0,0,0,0,0,0,1,110,527.3333333333334
flat,satya the hermitage,sector 103,0.99,6653.0,1488.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1495 sq.ft. (138.89 sq.m.),3,4,3+,2.0,North-East,Relatively Old,1991.0,,1495.0,0,1,0,1,0,1,174,496.0
flat,ambience caitriona,sector 24,14.0,22222.0,6300.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,1,0,1575.0
flat,ansal harmony homes,sector 57,1.12,10667.0,1050.0,Super Built up area 1050(97.55 sq.m.),2,2,1,0.0,,Old property,1050.0,,,0,0,0,0,0,1,72,525.0
house,ansals florence villa,sector 57,3.3,19820.0,1665.0,Plot area 185(154.68 sq.m.),4,3,3+,2.0,East,Moderate Old,,1665.0,,1,1,1,1,0,1,151,416.25
flat,tulip violet,sector 69,1.55,9823.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,West,Relatively Old,1578.0,,,0,0,0,1,0,2,129,526.0
flat,smart world orchard,sector 61,1.7,15004.0,1133.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,1,24,566.5
flat,signature the roselia,sector 95,0.45,7909.0,569.0,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New property,,,569.0,0,0,0,0,0,2,31,284.5
flat,sbtl caladium,sector 109,1.35,7181.0,1880.0,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,2,3+,12.0,West,Relatively Old,1880.0,,1128.0,0,0,0,0,0,1,128,626.6666666666666
flat,emaar gurgaon greens,sector 102,1.35,10800.0,1250.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,4,3+,9.0,North-East,Relatively Old,1650.0,1400.0,1250.0,0,1,0,1,0,2,174,416.6666666666667
flat,awho shanti vihar,sector 95,0.8,8889.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,3,9.0,East,New property,900.0,,550.0,1,0,0,0,0,1,67,450.0
flat,raheja navodaya,sector 92,0.85,4271.0,1990.0,Super Built up area 1990(184.88 sq.m.),3,3,3,2.0,North-West,Relatively Old,1990.0,,,0,0,0,0,0,1,100,663.3333333333334
flat,dlf new town heights,sector 90,1.99,7297.0,2727.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9.0,East,Relatively Old,,,2727.0,0,1,0,1,0,2,102,681.75
flat,sbtl caladium,sector 109,1.7,6680.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,9.0,North-East,Relatively Old,2545.0,,,0,1,0,0,0,1,159,848.3333333333334
flat,valley view estate,gwal pahari,1.5,7489.0,2003.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,10.0,North-East,Moderate Old,2000.0,1850.0,1650.0,0,0,0,0,0,1,58,500.75
flat,signature global the millennia 3,sector 37d,0.45,7627.0,590.0,Carpet area: 590 (54.81 sq.m.),2,3,2,8.0,,Under Construction,,,590.0,0,0,0,0,0,1,8,295.0
house,independent,sector 56,8.0,9654.0,8287.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,3+,4.0,,Relatively Old,,8286.0,,1,1,0,1,0,0,107,828.7
flat,kendriya vihar,sector 56,0.58,9587.0,605.0,Carpet area: 605 (56.21 sq.m.),1,1,1,1.0,,Old property,,,605.0,0,0,0,0,0,1,77,605.0
flat,green court,sector 90,0.5,8333.0,600.0,Super Built up area 700(65.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,1,8.0,,New property,700.0,,600.0,0,0,0,0,0,1,42,300.0
flat,conscient heritage max,sector 102,2.0,9307.0,2149.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,13.0,North-East,Relatively Old,2149.0,1900.0,1650.0,1,1,0,0,0,2,174,716.3333333333334
flat,kendriya vihar,sector 56,0.65,8609.0,755.0,Carpet area: 755 (70.14 sq.m.),1,1,1,0.0,,Moderate Old,,,755.0,0,0,0,0,0,1,143,755.0
flat,signature the serenas,sohna road,0.42,7910.0,531.0,Carpet area: 531 (49.33 sq.m.),2,2,1,12.0,,New property,,,531.0,0,0,0,0,0,1,54,265.5
flat,awho shanti vihar,sector 95,0.82,9880.0,830.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3+,13.0,East,New property,1400.0,,830.0,1,0,0,0,0,1,114,415.0
flat,paras dews,sector 106,1.15,6053.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,5.0,North-West,Relatively Old,1900.0,1305.0,1173.0,1,1,0,0,0,1,49,633.3333333333334
flat,ambience creacions,sector 22,4.3,13916.0,3090.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,6.0,South-West,Relatively Old,3090.0,2600.0,2100.0,0,1,0,0,1,0,120,1030.0
flat,aipl the peaceful homes,sector 70a,2.5,11628.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,15.0,North-East,Relatively Old,2150.0,,1350.0,0,0,0,0,1,2,174,716.6666666666666
flat,indiabulls centrum park,sector 103,1.65,8250.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,15.0,,Relatively Old,2000.0,,1400.0,1,0,0,0,0,1,38,666.6666666666666
flat,godrej aria,sector 79,1.45,9062.0,1600.0,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2,2,3+,9.0,East,Relatively Old,1495.0,1494.0,,1,0,0,0,0,1,113,800.0
flat,shreeram apartment ii,sector 4,0.21,4667.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,2.0,,Relatively Old,,,450.0,0,0,0,0,0,1,7,450.0
flat,ild greens,sector 37c,0.75,5245.0,1430.0,Built Up area: 1430 (132.85 sq.m.),2,2,3+,13.0,East,Undefined,,1430.0,,0,0,0,0,0,1,51,715.0
flat,emaar palm gardens,sector 83,1.48,7789.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,7.0,East,Relatively Old,1900.0,,1240.04,0,1,0,0,0,1,66,633.3333333333334
flat,central park 2 bellevue,sector 48,5.0,11628.0,4300.0,Carpet area: 4300 (399.48 sq.m.),3,4,3,14.0,North-East,Moderate Old,,,4300.0,0,0,0,0,0,1,82,1433.3333333333333
flat,eldeco accolade,sohna road,0.85,6725.0,1264.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,10.0,,New property,1264.0,,730.0,0,0,0,0,0,1,72,632.0
flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North-East,Relatively Old,1950.0,,1161.0,0,1,0,0,0,1,126,650.0
flat,puri diplomatic greens,sector 111,3.45,11695.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,9.0,North-East,Relatively Old,2950.0,,,0,1,0,0,0,1,68,737.5
flat,rof ananda,sector 95,0.31,5647.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,5.0,North,Relatively Old,,,549.174178,0,0,0,1,0,2,74,274.5
flat,breez global heights,sohna road,0.46,4842.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,2,4.0,North-East,Relatively Old,950.0,800.0,700.0,0,0,0,0,0,0,93,475.0
flat,m3m one key resiments,sector 67,0.8,13115.0,610.0,Built Up area: 610 (56.67 sq.m.),1,1,0,0.0,,Undefined,,610.0,,0,0,0,0,0,1,0,610.0
flat,orchid petals,sector 49,1.9,10526.0,1805.0,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderate Old,,,1805.0,0,1,0,0,0,1,95,601.6666666666666
flat,central park flower valley,sector 33,2.2,10476.0,2100.0,Super Built up area 2100(195.1 sq.m.),3,3,3,12.0,North-East,New property,2100.0,,,0,1,0,0,0,2,49,700.0
flat,bestech park view ananda,sector 81,1.35,7542.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,Moderate Old,1790.0,,1130.0,0,0,1,0,0,2,72,596.6666666666666
house,dlf city phase 1,sector 26,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderate Old,,1800.0,,1,1,0,1,0,1,69,450.0
flat,smart world orchard,sector 61,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,New property,,,1150.0,1,0,0,0,0,1,122,575.0
house,independent,sector 12,6.0,35088.0,1710.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,6,2,2.0,North-East,Old property,,,1600.0,0,0,0,0,0,1,0,427.5
flat,la vida by tata housing,sector 113,3.35,12444.0,2692.0,Carpet area: 2692 (250.09 sq.m.),4,4,3+,11.0,North-East,Relatively Old,,,2692.0,1,1,0,0,0,1,174,673.0
house,vipul tatvam villa,sector 48,7.8,23145.0,3370.0,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively Old,,3240.0,,1,1,1,1,0,2,145,842.5
flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,Undefined,,1361.0,1300.0,0,0,0,0,0,1,0,680.5
flat,mapsko mount ville,sector 79,1.3,8025.0,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,1.0,North-East,Relatively Old,1620.0,,863.91,0,0,0,0,0,2,140,540.0
flat,sare homes,sector 92,0.8,5253.0,1523.0,Carpet area: 1523 (141.49 sq.m.),3,3,3,7.0,North-West,Relatively Old,,,1523.0,1,0,0,0,0,2,80,507.6666666666667
flat,experion the heartsong,sector 108,1.36,6542.0,2079.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,3+,2.0,,Relatively Old,1758.0,,986.0,1,1,0,0,0,2,77,693.0
house,independent,sector 31,4.6,32258.0,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,1,0,713.0
flat,m3m skycity,sector 65,2.0,15267.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,16.0,East,New property,1310.0,,,0,0,0,0,0,2,174,655.0
flat,ansal heights,sector 92,0.72,4500.0,1600.0,Super Built up area 1935(179.77 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South-West,Relatively Old,1935.0,1700.0,1600.0,0,1,0,0,0,1,49,533.3333333333334
flat,emaar palm gardens,sector 83,1.76,9263.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,5.0,South-East,Relatively Old,1900.0,1600.0,1240.04,0,1,0,0,0,2,174,633.3333333333334
flat,birla navya,sector 63a,3.23,26872.0,1202.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4.0,West,New property,2150.0,,1200.0,0,1,0,0,0,1,52,400.6666666666667
flat,bestech park view grand spa,sector 81,4.2,10000.0,4200.0,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,25.0,South,Relatively Old,4200.0,,2900.0,0,1,0,0,0,2,90,1050.0
house,independent,sector 7,3.85,14650.0,2628.0,Plot area 292(244.15 sq.m.),4,4,3,3.0,North-West,Old property,,2628.0,,0,0,0,0,0,1,27,657.0
flat,puri emerald bay,sector 104,1.8,8824.0,2040.0,Super Built up area 1700(157.94 sq.m.),2,3,3,23.0,,New property,1700.0,,,0,1,0,0,0,1,36,1020.0
house,independent,sector 8,1.6,3186.0,5022.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,,Relatively Old,,558.0,,0,0,0,0,0,1,0,1255.5
house,emaar mgf marbella,sector 66,8.7,38667.0,2250.0,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),4,5,2,3.0,East,New property,,267.0,,1,1,0,0,0,1,144,562.5
flat,kiran residency,sector 56,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,North,Relatively Old,2000.0,1900.0,1800.0,0,1,0,0,0,2,126,666.6666666666666
house,shree krishna homes,sector 104,0.48,5556.0,864.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,New property,,795.0,720.0,1,0,0,1,1,1,44,432.0
flat,mapsko mount ville,sector 79,1.2,8054.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively Old,1490.0,,863.91,0,0,0,0,0,2,135,496.6666666666667
house,independent,sector 11,0.95,7308.0,1300.0,Built Up area: 1300 (120.77 sq.m.),5,3,0,1.0,,Undefined,,1300.0,,0,0,0,0,0,1,0,260.0
flat,ss,sector 85,2.17,7717.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,7.0,North,Relatively Old,2812.0,2600.0,2400.0,1,1,0,1,0,1,49,703.0
flat,pareena coban residences,sector 99a,1.38,7150.0,1930.0,Super Built up area 2352(218.51 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1930 sq.ft. (179.3 sq.m.),4,5,3+,1.0,South-East,Relatively Old,2352.0,2150.0,1930.0,0,1,0,0,1,1,49,482.5
flat,shree vardhman flora,sector 90,0.65,4962.0,1310.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2,2,3,11.0,North-West,Relatively Old,1300.0,1225.0,1075.0,1,0,0,0,0,2,49,655.0
house,landmark house,sector 43,2.75,25463.0,1080.0,Plot area 120(100.34 sq.m.),3,3,1,2.0,South-East,Moderate Old,,1080.0,,0,0,0,1,0,1,21,360.0
flat,bestech park view city,sector 49,3.0,12589.0,2383.0,Super Built up area 2383(221.39 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,5.0,North-East,Moderate Old,2383.0,2200.0,2000.0,0,1,0,1,0,2,141,595.75
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,3.0,,Relatively Old,,,1650.0,1,1,0,0,0,2,38,550.0
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,9001.0,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderate Old,,,9000.0,0,1,0,0,0,1,35,2250.25
flat,m3m skycity,sector 65,2.8,15317.0,1828.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,,Undefined,,1828.0,,0,0,0,0,0,1,39,609.3333333333334
house,independent,sector 57,7.25,26852.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,2.0,North-East,New property,,2700.0,,0,1,0,1,1,2,49,300.0
house,independent,sector 28,11.25,34722.0,3240.0,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderate Old,,3240.0,,0,1,1,1,0,2,126,360.0
house,experion windchants,sector 112,7.99,12520.0,6382.0,Built Up area: 6382 (592.91 sq.m.),4,6,3,2.0,South-East,New property,,6382.0,,0,1,1,1,0,2,129,1595.5
flat,experion windchants,sector 112,3.4,12134.0,2802.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,2,14.0,North-East,Relatively Old,2802.0,2225.56,,0,0,0,0,0,2,159,934.0
house,independent,sector 7,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old property,,3600.0,,1,1,0,1,0,1,31,900.0
flat,m3m woodshire,sector 107,1.2,6176.0,1943.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,7.0,South,Relatively Old,1943.0,1750.0,1550.0,0,0,0,0,0,2,49,647.6666666666666
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3+,3.0,South,Relatively Old,1650.0,,,1,1,0,0,0,1,152,550.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16441.0,590.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Relatively Old,915.0,,589.49,0,0,0,0,0,1,151,295.0
house,independent,sector 11,1.8,8079.0,2228.0,Carpet area: 2228 (206.99 sq.m.),8,5,2,1.0,South,Undefined,,,2228.0,0,0,0,0,0,1,0,278.5
flat,raheja navodaya,sector 92,1.1,4681.0,2350.0,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,3,0.0,East,Undefined,,2350.0,1850.0,0,0,0,0,0,1,0,783.3333333333334
flat,prasha apartments,manesar,0.75,3308.0,2267.0,Super Built up area 2115(196.49 sq.m.),3,3,3+,3.0,West,Moderate Old,2115.0,,,0,1,0,0,0,1,31,755.6666666666666
house,independent,sector 105,1.35,3857.0,3500.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),5,3,3,3.0,East,Undefined,,3500.0,2500.0,0,0,0,0,0,1,0,700.0
flat,ambience creacions,sector 22,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4,5,3+,10.0,South-East,New property,,,3000.0,0,1,0,1,0,2,49,750.0
flat,ireo victory valley,sector 67,4.55,14537.0,3130.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19.0,South,Relatively Old,3130.0,,,0,1,0,0,0,2,156,782.5
